Filename	CLSOx50_5
Instrument name	5500-0018 (192.168.1.3)
Operator	mp933
rundate	10/25/2022
Sample name	CLSOx50_5
proceduresegments	Select Gas: Gas 2 ; Mass Flow  25.00 mL/min; Ramp 10.00 °C/min to 110.00 °C; Isothermal 30.0 min; Ramp 50.00 °C/min to 950.00 °C; Isothermal 10.0 min; Data Off ; Equilibrate 40.00 °C
[step]
Ramp 10.00 °C/min to 110.00 °C
Time	Temperature	Weight	Weight
min	°C	%	mg
2.678	42.76	94.7112	5.1413
2.687	42.84	94.7071	5.1411
2.695	42.93	94.7028	5.1408
2.703	43.01	94.6986	5.1406
2.712	43.10	94.6946	5.1404
2.720	43.18	94.6905	5.1402
2.728	43.27	94.6862	5.1399
2.737	43.35	94.6820	5.1397
2.745	43.43	94.6779	5.1395
2.753	43.52	94.6739	5.1393
2.762	43.60	94.6702	5.1391
2.770	43.69	94.6663	5.1389
2.778	43.77	94.6622	5.1386
2.787	43.86	94.6580	5.1384
2.795	43.94	94.6539	5.1382
2.803	44.02	94.6499	5.1380
2.812	44.11	94.6459	5.1378
2.820	44.19	94.6416	5.1375
2.828	44.28	94.6374	5.1373
2.837	44.36	94.6336	5.1371
2.845	44.45	94.6299	5.1369
2.853	44.53	94.6261	5.1367
2.862	44.61	94.6222	5.1365
2.870	44.70	94.6179	5.1362
2.878	44.78	94.6135	5.1360
2.887	44.87	94.6093	5.1358
2.895	44.95	94.6051	5.1355
2.903	45.03	94.6009	5.1353
2.912	45.12	94.5965	5.1351
2.920	45.20	94.5920	5.1348
2.928	45.29	94.5878	5.1346
2.937	45.37	94.5839	5.1344
2.945	45.45	94.5801	5.1342
2.953	45.54	94.5763	5.1340
2.962	45.62	94.5722	5.1338
2.970	45.71	94.5681	5.1335
2.978	45.79	94.5640	5.1333
2.987	45.87	94.5598	5.1331
2.995	45.96	94.5557	5.1329
3.003	46.04	94.5515	5.1326
3.012	46.13	94.5473	5.1324
3.020	46.21	94.5434	5.1322
3.028	46.29	94.5395	5.1320
3.037	46.38	94.5356	5.1318
3.045	46.46	94.5317	5.1316
3.053	46.55	94.5277	5.1313
3.062	46.63	94.5237	5.1311
3.070	46.71	94.5196	5.1309
3.078	46.80	94.5156	5.1307
3.087	46.88	94.5116	5.1305
3.095	46.97	94.5076	5.1303
3.103	47.05	94.5036	5.1300
3.112	47.13	94.4996	5.1298
3.120	47.22	94.4955	5.1296
3.128	47.30	94.4914	5.1294
3.137	47.39	94.4875	5.1292
3.145	47.47	94.4836	5.1289
3.153	47.55	94.4797	5.1287
3.162	47.64	94.4759	5.1285
3.170	47.72	94.4719	5.1283
3.178	47.81	94.4680	5.1281
3.187	47.89	94.4639	5.1279
3.195	47.97	94.4598	5.1277
3.203	48.06	94.4559	5.1274
3.212	48.14	94.4521	5.1272
3.220	48.23	94.4482	5.1270
3.228	48.31	94.4441	5.1268
3.237	48.39	94.4402	5.1266
3.245	48.48	94.4362	5.1264
3.253	48.56	94.4322	5.1262
3.262	48.64	94.4283	5.1259
3.270	48.73	94.4244	5.1257
3.278	48.81	94.4204	5.1255
3.287	48.90	94.4164	5.1253
3.295	48.98	94.4127	5.1251
3.303	49.06	94.4088	5.1249
3.312	49.15	94.4049	5.1247
3.320	49.23	94.4010	5.1245
3.328	49.32	94.3971	5.1243
3.337	49.40	94.3934	5.1240
3.345	49.48	94.3895	5.1238
3.353	49.57	94.3855	5.1236
3.362	49.65	94.3816	5.1234
3.370	49.74	94.3778	5.1232
3.378	49.82	94.3738	5.1230
3.387	49.90	94.3699	5.1228
3.395	49.99	94.3660	5.1226
3.403	50.07	94.3621	5.1224
3.412	50.15	94.3582	5.1221
3.420	50.24	94.3545	5.1219
3.428	50.32	94.3508	5.1217
3.437	50.41	94.3473	5.1215
3.445	50.49	94.3435	5.1213
3.453	50.57	94.3399	5.1211
3.462	50.66	94.3361	5.1209
3.470	50.74	94.3322	5.1207
3.478	50.83	94.3284	5.1205
3.487	50.91	94.3246	5.1203
3.495	50.99	94.3208	5.1201
3.503	51.08	94.3169	5.1199
3.512	51.16	94.3130	5.1197
3.520	51.24	94.3091	5.1195
3.528	51.33	94.3050	5.1193
3.537	51.41	94.3011	5.1190
3.545	51.50	94.2972	5.1188
3.553	51.58	94.2933	5.1186
3.562	51.66	94.2896	5.1184
3.570	51.75	94.2859	5.1182
3.578	51.83	94.2821	5.1180
3.587	51.92	94.2782	5.1178
3.595	52.00	94.2745	5.1176
3.603	52.08	94.2708	5.1174
3.612	52.17	94.2671	5.1172
3.620	52.25	94.2634	5.1170
3.628	52.33	94.2595	5.1168
3.637	52.42	94.2555	5.1166
